car_park_no,address,car_park_type,type_of_parking_system,night_parking,Latitude,Longitude,,,,,
MR3,BLK 1/2 MAUDE ROAD,SURFACE CAR PARKS,COUPON PARKING,NO,1.307693481,103.8590927,,,,,
MR4,BLK 7 KING GEORGE AVENUE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.307914019,103.8599701,,,,,
MR5,BLK 804/805, 809 MAUDE ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.308155537,103.8607941,,,,
MR6,BLK 8 FRENCH ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.307167411,103.8605347,,,,,
MR7,BLK 801/802 FRENCH ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.307562828,103.8603897,,,,,
NBRM,BLK 13 NORTH BRIDGE ROAD MSCP,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.304003596,103.8630142,,,,,
NT1,BLK 601 TAMPINES AVENUE 9,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.361195922,103.9362793,,,,,
NT2,BLK 605 TAMPINES STREET 61,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.362119794,103.9363251,,,,,
NT3,BLK 609 TAMPINES NORTH DRIVE 1,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.3640486,103.9362411,,,,,
NT4,BLK 613 TAMPINES NORTH DRIVE 1,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.365431786,103.9362335,,,,,
NT5,BLK 618 TAMPINES STREET 61,COVERED CAR PARK,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.361661434,103.9399033,,,,,
NT6,BLK 647 TAMPINES STREET 62,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.367337346,103.9417953,,,,,
NT6L,BLK 647 TAMPINES STREET 62,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.368074179,103.9413452,,,,,
NT7,BLK 646 TAMPINES STREET 62,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.366004705,103.9429855,,,,,
NT7L,BLK 646 TAMPINES STREET 62,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.365114927,103.9426498,,,,,
NT8,BLK 634 TAMPINES NORTH DRIVE 2,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.365971208,103.9401932,,,,,
NTL,BLK 601 - 605A/D TAMPINES AVENUE 9/ STREET 61,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.362139583,103.9350586,,,,,
P1,BLK 196 PUNGGOL FIELD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.399336815,103.9070206,,,,,
P11,BLK 416 PANDAN GARDENS,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.321204185,103.7483521,,,,,
P12,BLK 415 PANDAN GARDENS,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.320567369,103.7481918,,,,,
P13,BLK 401/402 PANDAN GARDENS,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.320690155,103.7504044,,,,,
P14,BLK 403/408 PANDAN GARDENS,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.31935358,103.749176,,,,,
P15,BLK 413 PANDAN GARDENS,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.319834828,103.7481461,,,,,
P16,BLK 412/414 PANDAN GARDENS,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.319882393,103.7471619,,,,,
P17,BLK 409/411 PANDAN GARDENS,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.31882143,103.7473831,,,,,
P2,BLK 199 PUNGGOL FIELD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.400104642,103.9060287,,,,,
P3,BLK 101 PUNGGOL FIELD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.398456812,103.905777,,,,,
P34L,PUNGGOL ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.404525399,103.9074249,,,,,
P35L,PUNGGOL CENTRAL,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.402241826,103.9076233,,,,,
P4,BLK 105 EDGEFIELD PLAINS,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.397227168,103.9056244,,,,,
P40L,BLK 740 TO 745 PASIR RIS STREET 71,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.37810123,103.935936,,,,,
P5,BLK 107 PUNGGOL FIELD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.396877527,103.9076385,,,,,
P5L,BLK 106A PUNGGOL FIELD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.397483706,103.907753,,,,,
P6,BLK 109 PUNGGOL FIELD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.395368576,103.909462,,,,,
P6L,BLK 109B PUNGGOL FIELD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.395598292,103.9100876,,,,,
P7,BLK 119 EDGEFIELD PLAINS,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.395427942,103.9064713,,,,,
P71L,BLK 684A & 684B EDGEDALE PLAINS,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.403031588,103.9159012,,,,,
P73L,BLK 229A & 229B SUMANG LANE,SURFACE CAR PARKS,COUPON PARKING,NO,1.402737856,103.8919449,,,,,
P76L,BLK 327A SUMANG WALK,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.412321568,103.8992386,,,,,
P77L,BLK 659 PUNGGOL EAST,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.400112033,103.9192963,,,,,
P8,BLK 126 EDGEDALE PLAINS,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.394228458,103.9109116,,,,,
P9,BLK 128 PUNGGOL FIELD WALK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.392923951,103.9125366,,,,,
PD8W,BLK 883A WOODLANDS ST 82,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.443116426,103.7910461,,,,,
PDC4,BLK 475 CHOA CHU KANG AVENUE 3,BASEMENT CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.377887726,103.7387466,,,,,
PDC5,BLK 533A CHOA CHU KANG ST 51,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.391575217,103.7433701,,,,,
PDJ3,BLK 399 YUNG SHENG ROAD,BASEMENT CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.334715366,103.7204132,,,,,
PDJ7,BLK 762A JURONG WEST ST 75,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.348961592,103.6979065,,,,,
PDL1,BLK 168 PUNGGOL FIELD,BASEMENT CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.394146085,103.9129486,,,,,
PDL2,681 PUNGGOL DR,BASEMENT CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.40286696,103.9130936,,,,,
PDP4,BLK 446A FAJAR ROAD,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.383767486,103.7713699,,,,,
PDP5,BLK 524A JELAPANG ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.38541615,103.7660751,,,,,
PDQ5,BLK 57 DAWSON RD,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.29267931,103.8109818,,,,,
PDR2,BLK 258 PASIR RIS ST 21,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.366925955,103.9645538,,,,,
PDR6,BLK 624A ELIAS ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.37791121,103.9417419,,,,,
PDR7,BLK 734 PASIR RIS ST 72,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.379739523,103.9362335,,,,,
PDS1,BLK 118 RIVERVALE DR,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.385470033,103.9018326,,,,,
PDT8,BLK 866A TAMPINES ST 83,BASEMENT CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.355370402,103.9345093,,,,,
PDW5,BLK 548 WOODLANDS DR 44,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.430768132,103.7941437,,,,,
PDW7,BLK 768 WOODLANDS AVE 6,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.445462227,103.7980576,,,,,
PDW8,BLK 888A WOODLANDS DR 50,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.438136339,103.7951508,,,,,
PL10,BLK 174 PUNGGOL FIELD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.396647573,103.9103088,,,,,
PL11,BLK 175 PUNGGOL FIELD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.398114443,103.9086533,,,,,
PL12,BLK 137 EDGEDALE PLAINS,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.392370701,103.9094086,,,,,
PL13,BLK 131 EDGEDALE PLAINS,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.393588662,103.9103928,,,,,
PL14,BLK 292 PUNGGOL CENTRAL,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.402396917,103.9050522,,,,,
PL15,BLK 171 EDGEDALE PLAINS,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.394862533,103.9125824,,,,,
PL16,BLK 180 EDGEFIELD PLAINS,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.398608804,103.9093704,,,,,
PL17,BLK 642 PUNGGOL DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.398717284,103.9163895,,,,,
PL18,BLK 162 PUNGGOL CENTRAL,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.396092892,103.9143143,,,,,
PL19,BLK 186-188,190-192 PUNGGOL CENTRAL,BASEMENT CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.399684787,103.9101028,,,,
PL20,BLK 638 PUNGGOL DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.399555922,103.9151993,,,,,
PL21,BLK 166 PUNGGOL CENTRAL,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.394970775,103.9154663,,,,,
PL22,BLK 644 PUNGGOL CENTRAL,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.397739887,103.9159088,,,,,
PL23,BLK 201 PUNGGOL FIELD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.399766922,103.9036865,,,,,
PL24,BLK 178 & 193 EDGEFIELD PLAINS,BASEMENT CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.399551988,103.9083328,,,,,
PL25,BLK 172 EDGEDALE PLAINS,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.395519853,103.9117813,,,,,
PL26,BLK 650 PUNGGOL CENTRAL,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.397283792,103.9153061,,,,,
PL27,BLK 204 PUNGGOL FIELD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.39846313,103.9030762,,,,,
PL28,BLK 194 PUNGGOL ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.402009249,103.906517,,,,,
PL29,BLK 633 PUNGGOL DRIVE,BASEMENT CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.400538802,103.913269,,,,,
PL30,BLK 170D PUNGGOL EAST,BASEMENT CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.394353986,103.914093,,,,,
PL31,BLK 301 PUNGGOL CENTRAL,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.403678536,103.9061966,,,,,
PL32,BLK 302 PUNGGOL PLACE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.404847264,103.9046097,,,,,
PL33,BLK 621A - 621B EDGEFIELD WALK,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.401255369,103.9098892,,,,,
PL34,BLK 603 PUNGGOL ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.403862238,103.9079819,,,,,
PL35,BLK 602 PUNGGOL CENTRAL,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.403119326,103.9072952,,,,,
PL36,BLK 305 PUNGGOL ROAD,COVERED CAR PARK,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.406019807,103.9062195,,,,,
PL37,BLK 614 EDGEFIELD PLAINS,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.403234959,103.9096603,,,,,
PL38,BLK 612 PUNGGOL DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.40459919,103.9086304,,,,,
PL39,BLK 267 PUNGGOL FIELD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.404000163,103.8979492,,,,,
PL40,BLK 270 PUNGGOL FIELD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.403721094,103.899147,,,,,
PL41,BLK 273 PUNGGOL PLACE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.402651072,103.9019394,,,,,
PL42,BLK 616 PUNGGOL DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.402126431,103.9116974,,,,,
PL43,BLK 288 PUNGGOL PLACE,COVERED CAR PARK,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.401714444,103.9030991,,,,,
PL44,BLK 206A PUNGGOL PLACE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.398856521,103.901329,,,,,
PL45,BLK 169 PUNGGOL FIELD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.393629432,103.9144974,,,,,
PL46,BLK 624 PUNGGOL CENTRAL,COVERED CAR PARK,ELECTRONIC PARKING SYSTEM,NO,1.400259376,103.9116287,,,,,
PL47,BLK 207 PUNGGOL PLACE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.400627017,103.9009171,,,,,
PL48,BLK 271 PUNGGOL WALK,COVERED CAR PARK,ELECTRONIC PARKING SYSTEM,NO,1.403005123,103.900383,,,,,
PL49,BLK 210 PUNGGOL PLACE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.399343848,103.900383,,,,,
PL50,BLK 211 PUNGGOL WALK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.401419282,103.899437,,,,,
PL51,BLK 213 PUNGGOL WALK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.400027871,103.8986511,,,,,
PL52,BLK 312 SUMANG LINK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.410213709,103.9014664,,,,,
PL53,BLK 266 PUNGGOL WAY,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.405298591,103.8981781,,,,,
PL54,BLK 259 PUNGGOL FIELD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.404506207,103.8953476,,,,,
PL55,BLK 261 PUNGGOL WAY,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.405404806,103.896843,,,,,
PL56,BLK 672 EDGEFIELD PLAINS,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.407069921,103.9117279,,,,,
PL57,BLK 665 PUNGGOL DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.401920915,103.9146881,,,,,
PL58,663  PUNGGOL DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.399914861,103.9167938,,,,,
PL59,BLK 308 PUNGGOL WALK,BASEMENT CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.408109307,103.8987579,,,,,
PL60,BLK 670 EDGEFIELD PLAINS,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.405822992,103.9132614,,,,,
PL61,BLK 678 PUNGGOL DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.406114936,103.9088898,,,,,
PL62,BLK 256 SUMANG WALK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.40553391,103.8955307,,,,,
PL63,BLK 677 PUNGGOL DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.405739903,103.9095764,,,,,
PL64,BLK 676 PUNGGOL DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.405292869,103.9102173,,,,,
PL65,BLK 310 PUNGGOL WALK,BASEMENT CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.409762502,103.8997192,,,,,
PL66,BLK 121 EDGEDALE PLAINS,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.393583298,103.908371,,,,,
PL67,BLK 314 PUNGGOL WAY,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.408473849,103.8975143,,,,,
PL68,BLK 217 SUMANG WALK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.402849793,103.8956375,,,,,
PL69,BLK 661 EDGEDALE PLAINS,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.402534723,103.9176178,,,,,
PL70,BLK 226 SUMANG LANE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.403000832,103.8932419,,,,,
PL71,BLK 682 EDGEDALE PLAINS EDGEDALE PLAINS,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.404002786,103.9157715,,,,,
PL72,BLK 222 SUMANG LANE SUMANG LANE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.401100993,103.8942795,,,,,
PL73,BLK 228 PUNGGOL FIELD,MULTI-STOREY CAR PARKS,COUPON PARKING,NIGHT PARKING,1.403294563,103.8920212,,,,,
PL74,BLK 233 SUMANG LANE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.401260257,103.8916016,,,,,
PL75,BLK 325 SUMANG WALK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.413449883,103.8987503,,,,,
PL76,BLK 326 SUMANG WALK SUMANG WALK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.413300753,103.8993301,,,,,
PL77,BLK 659 PUNGGOL EAST ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.401012301,103.9195557,,,,,
PL78,BLK 322 SUMANG WALK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.411220074,103.8975067,,,,,
PL80,BLK 407A-407B NORTHSHORE WALK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.416785717,103.9021072,,,,,
PL81,BLK 421A NORTHSHORE DRIVE,BASEMENT CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.419792175,103.90448,,,,,
PL82,BLK 413A NORTHSHORE DRIVE,BASEMENT CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.41697216,103.9002686,,,,,
PL83,BLK 419A NORTHSHORE DRIVE,BASEMENT CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.418511629,103.9021149,,,,,
PLB1,BLK 440 PASIR RIS DRIVE 4,SURFACE CAR PARKS,COUPON PARKING,NO,1.369084597,103.9588623,,,,,
PM1,BLK 473A PASIR RIS DRIVE 6,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.374282837,103.956604,,,,,
PM10,BLK 204A PASIR RIS STREET 21,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.366746426,103.962471,,,,,
PM11,BLK 269A PASIR RIS STREET 21,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.364793301,103.9634552,,,,,
PM12,BLK 272A PASIR RIS STREET 21,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.364905477,103.9650269,,,,,
PM13,BLK 199A PASIR RIS STREET 12,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.366473556,103.9595947,,,,,
PM14,BLK 180A PASIR RIS STREET 11,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.364708424,103.9601059,,,,,
PM15,BLK 158A PASIR RIS STREET 13,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.36416018,103.9616776,,,,,
PM16,BLK 149A PASIR RIS STREET 13,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.362358689,103.9627228,,,,,
PM17,BLK 142A PASIR RIS STREET 11,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.362838864,103.9597549,,,,,
PM18,BLK 135A PASIR RIS STREET 11,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.364756584,103.9568787,,,,,
PM19,BLK 108A PASIR RIS STREET 12,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.367956758,103.9570236,,,,,
PM2,BLK 220A PASIR RIS STREET 21,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.37007308,103.9610138,,,,,
PM20,BLK 526 PASIR RIS STREET 51,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.368041635,103.9474564,,,,,
PM21,BLK 530 PASIR RIS DRIVE 1,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.371196985,103.9494171,,,,,
PM22,BLK 555A PASIR RIS STREET 51,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.36856246,103.9522171,,,,,
PM23,BLK 564A PASIR RIS STREET 51,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.368681788,103.949501,,,,,
PM24,BLK 561A PASIR RIS STREET 51,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.367185235,103.9513168,,,,,
PM25,BLK 500A PASIR RIS STREET 52,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.3763901,103.94561,,,,,
PM26,BLK 521A PASIR RIS STREET 52,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.373867631,103.9439926,,,,,
PM27,BLK 578A PASIR RIS STREET 53,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.373960137,103.9465942,,,,,
PM28,BLK 586A PASIR RIS STREET 53,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.374700069,103.9477692,,,,,
PM29,BLK 601A ELIAS ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.377333641,103.9433746,,,,,
PM3,BLK 225A PASIR RIS STREET 21,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.371800303,103.9609299,,,,,
PM30,BLK 614A ELIAS ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.375745416,103.9421768,,,,,
PM32,BLK 631A PASIR RIS DRIVE 3,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.379306793,103.9401016,,,,,
PM33,BLK 635A PASIR RIS DRIVE 1,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.377080917,103.9398804,,,,,
PM34,BLK 649A PASIR RIS DRIVE 10,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.378000617,103.9387131,,,,,
PM35,BLK 700A PASIR RIS DRIVE 10,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.380769491,103.9386444,,,,,
PM36,BLK 710A PASIR RIS STREET 72,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.382416606,103.9370728,,,,,
PM37,BLK 718A PASIR RIS STREET 72,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.381924748,103.9360199,,,,,
PM38,BLK 736A PASIR RIS DRIVE 10,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.378947616,103.9372406,,,,,
PM4,BLK 231A PASIR RIS DRIVE 4,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.37410593,103.961441,,,,,
PM40,BLK 744A PASIR RIS STREET 71,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.377947569,103.9353867,,,,,
